"","county_desc","precinct_abbrv","vtd_abbrv","party_cd","race_code","ethnic_code","sex_code","age","actual_voters","total_voters","non_voters"
"3113","WILSON","PRWC","PRWC","REP","O","HL","F","Age 18 - 25",1,1,0
"3114","ONSLOW","RL09","RL09","REP","O","HL","F","Age 18 - 25",1,3,2
"3119","VANCE","SH2","SH2","REP","O","HL","F","Age 18 - 25",1,1,0
"3125","ONSLOW","SW19","SW19","REP","O","HL","F","Age 18 - 25",1,1,0
"3133","DUPLIN","WARS","WARS","REP","O","HL","F","Age 18 - 25",1,2,1
"3138","ROCKINGHAM","SE","WM","REP","O","HL","F","Age 18 - 25",2,2,0
"3139","ONSLOW","WN04","WN04","REP","O","HL","F","Age 18 - 25",1,2,1
"3140","DUPLIN","WOLF","WOLF","REP","O","HL","F","Age 18 - 25",1,3,2
"3147","BURKE","0011","0011","UNA","O","HL","F","Age 18 - 25",1,2,1
"3157","BURKE","0031","0031","UNA","O","HL","F","Age 18 - 25",2,4,2
"3159","BURKE","0035","0035","UNA","O","HL","F","Age 18 - 25",1,1,0
"3161","BURKE","0038","0038","UNA","O","HL","F","Age 18 - 25",3,6,3
"3164","BURKE","0048","0048","UNA","O","HL","F","Age 18 - 25",1,2,1
"3166","BURKE","0051","0051","UNA","O","HL","F","Age 18 - 25",1,1,0
"3167","BURKE","0053","0053","UNA","O","HL","F","Age 18 - 25",1,1,0
"3196","YANCEY","01 BUR","01-BUR","UNA","O","HL","F","Age 18 - 25",1,1,0
"3244","CATAWBA","03","03","UNA","O","HL","F","Age 18 - 25",1,1,0
"3267","ALAMANCE","03N","03N","UNA","O","HL","F","Age 18 - 25",2,2,0
"3268","ALAMANCE","03S","03S","UNA","O","HL","F","Age 18 - 25",1,1,0
"3269","ALAMANCE","04","04","UNA","O","HL","F","Age 18 - 25",1,1,0
"3275","ROBESON","04","04","UNA","O","HL","F","Age 18 - 25",1,1,0
"3346","ALAMANCE","063","063","UNA","O","HL","F","Age 18 - 25",7,9,2
"3348","ALAMANCE","064","064","UNA","O","HL","F","Age 18 - 25",1,2,1
"3355","ALAMANCE","06N","06N","UNA","O","HL","F","Age 18 - 25",4,5,1
"3356","ALAMANCE","06S","06S","UNA","O","HL","F","Age 18 - 25",1,1,0
"3357","ALAMANCE","06W","06W","UNA","O","HL","F","Age 18 - 25",1,1,0
"3359","CATAWBA","07","07","UNA","O","HL","F","Age 18 - 25",5,10,5
"3378","CATAWBA","08","08","UNA","O","HL","F","Age 18 - 25",1,1,0
"3381","ROBESON","08","08","UNA","O","HL","F","Age 18 - 25",2,3,1
"3388","YANCEY","08 CRA","08-CRA","UNA","O","HL","F","Age 18 - 25",1,1,0
"3402","ALAMANCE","08N","08N","UNA","O","HL","F","Age 18 - 25",1,1,0
"3407","ROBESON","09","09","UNA","O","HL","F","Age 18 - 25",2,2,0
"3426","ALAMANCE","09N","09N","UNA","O","HL","F","Age 18 - 25",1,1,0
"3427","ALAMANCE","09S","09S","UNA","O","HL","F","Age 18 - 25",2,7,5
"3452","ALAMANCE","10S","10S","UNA","O","HL","F","Age 18 - 25",1,2,1
"3453","ALAMANCE","11","11","UNA","O","HL","F","Age 18 - 25",1,3,2
"3474","CATAWBA","12","12","UNA","O","HL","F","Age 18 - 25",2,5,3
"3477","ROBESON","12","12","UNA","O","HL","F","Age 18 - 25",1,5,4
"3502","ALAMANCE","125","125","UNA","O","HL","F","Age 18 - 25",1,1,0
"3505","ALAMANCE","127","127","UNA","O","HL","F","Age 18 - 25",3,8,5
"3506","ALAMANCE","128","128","UNA","O","HL","F","Age 18 - 25",2,2,0
"3510","ALAMANCE","12E","12E","UNA","O","HL","F","Age 18 - 25",4,5,1
"3511","ALAMANCE","12N","12N","UNA","O","HL","F","Age 18 - 25",3,4,1
"3512","ALAMANCE","12S","12S","UNA","O","HL","F","Age 18 - 25",5,5,0
"3513","ALAMANCE","12W","12W","UNA","O","HL","F","Age 18 - 25",1,1,0
"3514","ALAMANCE","13","13","UNA","O","HL","F","Age 18 - 25",3,5,2
"3515","CATAWBA","13","13","UNA","O","HL","F","Age 18 - 25",3,5,2
"3520","ROBESON","13","13","UNA","O","HL","F","Age 18 - 25",1,2,1
"3542","ROBESON","14","14","UNA","O","HL","F","Age 18 - 25",1,2,1
"3584","CATAWBA","16","16","UNA","O","HL","F","Age 18 - 25",1,2,1
"3597","CATAWBA","17","17","UNA","O","HL","F","Age 18 - 25",2,4,2
"3664","ROBESON","22","22","UNA","O","HL","F","Age 18 - 25",5,8,3
"3674","CATAWBA","23","23","UNA","O","HL","F","Age 18 - 25",1,1,0
"3691","CATAWBA","25","25","UNA","O","HL","F","Age 18 - 25",3,7,4
"3694","ROBESON","25","25","UNA","O","HL","F","Age 18 - 25",1,2,1
"3703","ROBESON","26A","26","UNA","O","HL","F","Age 18 - 25",2,5,3
"3707","CATAWBA","28","28","UNA","O","HL","F","Age 18 - 25",5,10,5
"3708","ROBESON","28","28","UNA","O","HL","F","Age 18 - 25",1,3,2
"3713","CATAWBA","29","29","UNA","O","HL","F","Age 18 - 25",3,4,1
"3718","CHATHAM","3","3","UNA","O","HL","F","Age 18 - 25",2,3,1
"3719","CATAWBA","30","30","UNA","O","HL","F","Age 18 - 25",2,7,5
"3721","ROBESON","30","30","UNA","O","HL","F","Age 18 - 25",3,7,4
"3734","CATAWBA","31","31","UNA","O","HL","F","Age 18 - 25",1,1,0
"3736","ROBESON","32A","31","UNA","O","HL","F","Age 18 - 25",3,9,6
"3738","CATAWBA","32","32","UNA","O","HL","F","Age 18 - 25",3,3,0
"3741","ROBESON","32A","32","UNA","O","HL","F","Age 18 - 25",1,3,2
"3743","CATAWBA","33","33","UNA","O","HL","F","Age 18 - 25",2,6,4
"3746","ROBESON","34","34","UNA","O","HL","F","Age 18 - 25",1,1,0
"3749","CATAWBA","35","35","UNA","O","HL","F","Age 18 - 25",2,4,2
"3750","ROBESON","35","35","UNA","O","HL","F","Age 18 - 25",1,1,0
"3756","CATAWBA","37","37","UNA","O","HL","F","Age 18 - 25",3,7,4
"3757","CATAWBA","38","38","UNA","O","HL","F","Age 18 - 25",1,2,1
"3766","CATAWBA","40","40","UNA","O","HL","F","Age 18 - 25",2,3,1
"3839","CHATHAM","78","78","UNA","O","HL","F","Age 18 - 25",3,4,1
"3842","CHATHAM","85","85","UNA","O","HL","F","Age 18 - 25",4,6,2
"3843","CHATHAM","9","9","UNA","O","HL","F","Age 18 - 25",1,1,0
"3853","DUPLIN","ALBE","ALBE","UNA","O","HL","F","Age 18 - 25",2,10,8
"3854","LINCOLN","AS25","AS25","UNA","O","HL","F","Age 18 - 25",1,1,0
"3860","LINCOLN","BC13","BC13","UNA","O","HL","F","Age 18 - 25",1,2,1
"3861","ONSLOW","BC21","BC21","UNA","O","HL","F","Age 18 - 25",3,6,3
"3870","ONSLOW","BM08","BM08","UNA","O","HL","F","Age 18 - 25",3,14,11
"3878","DUPLIN","CALY","CALY","UNA","O","HL","F","Age 18 - 25",1,1,0
"3911","DUPLIN","CHAR","CHAR","UNA","O","HL","F","Age 18 - 25",1,2,1
"3920","ROCKINGHAM","MS","CO","UNA","O","HL","F","Age 18 - 25",1,2,1
"3921","ONSLOW","CR07","CR07","UNA","O","HL","F","Age 18 - 25",2,6,4
"3934","ROCKINGHAM","DR","DR","UNA","O","HL","F","Age 18 - 25",1,1,0
"3942","ROCKINGHAM","ED-1","ED-1","UNA","O","HL","F","Age 18 - 25",1,1,0
"3945","VANCE","NV","EH2","UNA","O","HL","F","Age 18 - 25",1,2,1
"3946","ONSLOW","EN03","EN03","UNA","O","HL","F","Age 18 - 25",6,30,24
"3950","CHATHAM","ESC114","ESC114","UNA","O","HL","F","Age 18 - 25",13,18,5
"3951","DUPLIN","FAIS","FAIS","UNA","O","HL","F","Age 18 - 25",3,9,6
"4029","ONSLOW","GB12","GB12","UNA","O","HL","F","Age 18 - 25",2,7,5
"4059","LINCOLN","ST36","HG17","UNA","O","HL","F","Age 18 - 25",2,6,4
"4060","ONSLOW","HM05","HM05","UNA","O","HL","F","Age 18 - 25",3,10,7
"4063","VANCE","HTOP","HTOP","UNA","O","HL","F","Age 18 - 25",1,1,0
"4065","LINCOLN","HC33","HV07","UNA","O","HL","F","Age 18 - 25",1,2,1
"4068","LINCOLN","IS20","IS20","UNA","O","HL","F","Age 18 - 25",1,1,0
"4069","LINCOLN","IS23","IS23","UNA","O","HL","F","Age 18 - 25",1,1,0
"4070","ONSLOW","JA01","JA01","UNA","O","HL","F","Age 18 - 25",4,38,34
"4076","VANCE","KITT","KITT","UNA","O","HL","F","Age 18 - 25",1,2,1
"4083","LINCOLN","LN11","LN11","UNA","O","HL","F","Age 18 - 25",1,2,1
"4085","LINCOLN","LS12","LS12","UNA","O","HL","F","Age 18 - 25",2,2,0
"4089","ROCKINGHAM","MA","MA","UNA","O","HL","F","Age 18 - 25",3,6,3
"4090","DUPLIN","MAGN","MAGN","UNA","O","HL","F","Age 18 - 25",5,7,2
"4098","ROCKINGHAM","MC","MC","UNA","O","HL","F","Age 18 - 25",1,2,1
"4099","CHATHAM","MCH110","MCH110","UNA","O","HL","F","Age 18 - 25",1,1,0
"4102","VANCE","MIDD","MIDD","UNA","O","HL","F","Age 18 - 25",2,3,1
"4107","ONSLOW","MT24","MT24","UNA","O","HL","F","Age 18 - 25",1,3,2
"4112","LINCOLN","NB35","NB09","UNA","O","HL","F","Age 18 - 25",4,4,0
"4116","ONSLOW","NE22B","NE22","UNA","O","HL","F","Age 18 - 25",4,7,3
"4121","ONSLOW","NR02","NR02","UNA","O","HL","F","Age 18 - 25",1,7,6
"4125","LINCOLN","ST36","OG10","UNA","O","HL","F","Age 18 - 25",1,2,1
"4129","JONES","P02","P02","UNA","O","HL","F","Age 18 - 25",1,1,0
"4134","BLADEN","P65","P65","UNA","O","HL","F","Age 18 - 25",1,2,1
"4135","BLADEN","P80","P80","UNA","O","HL","F","Age 18 - 25",1,1,0
"4139","CASWELL","PELH","PELH","UNA","O","HL","F","Age 18 - 25",2,3,1
"4144","CHATHAM","PIT113","PIT113","UNA","O","HL","F","Age 18 - 25",5,6,1
"4197","WILSON","PRBL","PRBL","UNA","O","HL","F","Age 18 - 25",2,3,1
"4198","WILSON","PRCR","PRCR","UNA","O","HL","F","Age 18 - 25",1,2,1
"4199","WILSON","PRGA","PRGA","UNA","O","HL","F","Age 18 - 25",7,7,0
"4200","WILSON","PROL","PROL","UNA","O","HL","F","Age 18 - 25",6,8,2
"4201","WILSON","PRST","PRST","UNA","O","HL","F","Age 18 - 25",1,1,0
"4202","WILSON","PRTA","PRTA","UNA","O","HL","F","Age 18 - 25",3,3,0
"4204","WILSON","PRWA","PRWA","UNA","O","HL","F","Age 18 - 25",2,4,2
"4205","WILSON","PRWC","PRWC","UNA","O","HL","F","Age 18 - 25",1,1,0
"4206","WILSON","PRWE","PRWE","UNA","O","HL","F","Age 18 - 25",2,2,0
"4207","WILSON","PRWH","PRWH","UNA","O","HL","F","Age 18 - 25",3,4,1
"4208","WILSON","PRWJ","PRWJ","UNA","O","HL","F","Age 18 - 25",2,2,0
"4209","WILSON","PRWK","PRWK","UNA","O","HL","F","Age 18 - 25",1,1,0
"4210","WILSON","PRWP","PRWP","UNA","O","HL","F","Age 18 - 25",1,2,1
"4211","WILSON","PRWR","PRWR","UNA","O","HL","F","Age 18 - 25",1,6,5
"4215","ONSLOW","RL09","RL09","UNA","O","HL","F","Age 18 - 25",3,4,1
"4217","DUPLIN","ROCK","ROCK","UNA","O","HL","F","Age 18 - 25",3,3,0
"4230","VANCE","SCRK","SCRK","UNA","O","HL","F","Age 18 - 25",4,5,1
"4264","ROCKINGHAM","MS","VA","UNA","O","HL","F","Age 18 - 25",1,2,1
"4265","ONSLOW","VR15","VR15","UNA","O","HL","F","Age 18 - 25",1,6,5
"4277","DUPLIN","WARS","WARS","UNA","O","HL","F","Age 18 - 25",1,3,2
"4284","VANCE","WH","WH1","UNA","O","HL","F","Age 18 - 25",1,1,0
"4285","SWAIN","WHCH","WHCH","UNA","O","HL","F","Age 18 - 25",1,1,0
"4287","ROCKINGHAM","SE","WM","UNA","O","HL","F","Age 18 - 25",1,1,0
"4288","ONSLOW","WN04","WN04","UNA","O","HL","F","Age 18 - 25",2,3,1
"4290","DUPLIN","WOLF","WOLF","UNA","O","HL","F","Age 18 - 25",1,8,7
"4292","BURKE","0001","0001","DEM","U","HL","F","Age 18 - 25",1,1,0
"4298","BURKE","0011","0011","DEM","U","HL","F","Age 18 - 25",1,1,0
"4305","BURKE","0031","0031","DEM","U","HL","F","Age 18 - 25",2,5,3
"4306","BURKE","0038","0038","DEM","U","HL","F","Age 18 - 25",1,1,0
"4307","BURKE","0039","0039","DEM","U","HL","F","Age 18 - 25",1,1,0
"4312","BURKE","0047-B","0047","DEM","U","HL","F","Age 18 - 25",1,1,0
"4315","BURKE","0053","0053","DEM","U","HL","F","Age 18 - 25",1,1,0
"4321","ALAMANCE","01","01","DEM","U","HL","F","Age 18 - 25",3,3,0
"4338","YANCEY","01 BUR","01-BUR","DEM","U","HL","F","Age 18 - 25",2,2,0
"4381","ALAMANCE","03S","03S","DEM","U","HL","F","Age 18 - 25",1,2,1
"4382","ALAMANCE","03W","03W","DEM","U","HL","F","Age 18 - 25",1,1,0
"4422","ALAMANCE","063","063","DEM","U","HL","F","Age 18 - 25",2,5,3
"4424","ALAMANCE","064","064","DEM","U","HL","F","Age 18 - 25",3,5,2
"4429","ALAMANCE","06E","06E","DEM","U","HL","F","Age 18 - 25",1,2,1
"4430","ALAMANCE","06N","06N","DEM","U","HL","F","Age 18 - 25",4,6,2
"4431","ALAMANCE","07","07","DEM","U","HL","F","Age 18 - 25",1,1,0
"4432","CATAWBA","07","07","DEM","U","HL","F","Age 18 - 25",2,3,1
"4440","CATAWBA","08","08","DEM","U","HL","F","Age 18 - 25",1,1,0
"4456","ALAMANCE","08N","08N","DEM","U","HL","F","Age 18 - 25",1,2,1
"4457","ALAMANCE","08S","08S","DEM","U","HL","F","Age 18 - 25",1,1,0
"4461","ROBESON","09","09","DEM","U","HL","F","Age 18 - 25",1,1,0
"4475","ALAMANCE","09S","09S","DEM","U","HL","F","Age 18 - 25",3,5,2
"4476","GATES","1","1","DEM","U","HL","F","Age 18 - 25",1,1,0
"4491","ALAMANCE","103","103","DEM","U","HL","F","Age 18 - 25",5,6,1
"4501","ALAMANCE","10S","10S","DEM","U","HL","F","Age 18 - 25",2,2,0
"4529","ALAMANCE","1210","1210","DEM","U","HL","F","Age 18 - 25",1,2,1
"4533","ALAMANCE","124","124","DEM","U","HL","F","Age 18 - 25",1,1,0
"4534","ALAMANCE","126","126","DEM","U","HL","F","Age 18 - 25",1,1,0
"4535","ALAMANCE","127","127","DEM","U","HL","F","Age 18 - 25",5,5,0
"4537","ALAMANCE","128","128","DEM","U","HL","F","Age 18 - 25",4,4,0
"4538","ALAMANCE","12E","12E","DEM","U","HL","F","Age 18 - 25",3,4,1
"4539","ALAMANCE","12S","12S","DEM","U","HL","F","Age 18 - 25",2,2,0
"4540","ALAMANCE","13","13","DEM","U","HL","F","Age 18 - 25",3,3,0
"4582","CATAWBA","16","16","DEM","U","HL","F","Age 18 - 25",1,1,0
"4591","CATAWBA","17","17","DEM","U","HL","F","Age 18 - 25",2,2,0
"4643","CATAWBA","22","22","DEM","U","HL","F","Age 18 - 25",1,4,3
"4669","CATAWBA","25","25","DEM","U","HL","F","Age 18 - 25",1,2,1
"4673","CATAWBA","28","28","DEM","U","HL","F","Age 18 - 25",1,2,1
"4675","ROBESON","28","28","DEM","U","HL","F","Age 18 - 25",2,2,0
"4679","CHATHAM","30","30","DEM","U","HL","F","Age 18 - 25",1,1,0
"4697","CATAWBA","33","33","DEM","U","HL","F","Age 18 - 25",2,3,1
"4699","CATAWBA","34","34","DEM","U","HL","F","Age 18 - 25",1,1,0
"4703","CATAWBA","35","35","DEM","U","HL","F","Age 18 - 25",1,2,1
"4757","CHATHAM","85","85","DEM","U","HL","F","Age 18 - 25",1,3,2
"4763","DUPLIN","ALBE","ALBE","DEM","U","HL","F","Age 18 - 25",3,3,0
"4767","LINCOLN","BC13","BC13","DEM","U","HL","F","Age 18 - 25",1,1,0
"4768","ONSLOW","BC21","BC21","DEM","U","HL","F","Age 18 - 25",1,2,1
"4776","ONSLOW","BM08","BM08","DEM","U","HL","F","Age 18 - 25",2,3,1
"4777","LINCOLN","BS26","BS26","DEM","U","HL","F","Age 18 - 25",2,2,0
"4807","ROCKINGHAM","MS","CO","DEM","U","HL","F","Age 18 - 25",1,2,1
"4808","ONSLOW","CR07","CR07","DEM","U","HL","F","Age 18 - 25",1,1,0
"4815","LINCOLN","DV08","DV08","DEM","U","HL","F","Age 18 - 25",1,1,0
"4821","ONSLOW","EN03","EN03","DEM","U","HL","F","Age 18 - 25",2,4,2
"4824","CHATHAM","ESC114","ESC114","DEM","U","HL","F","Age 18 - 25",7,10,3
"4825","DUPLIN","FAIS","FAIS","DEM","U","HL","F","Age 18 - 25",3,5,2
"4868","ONSLOW","GB12","GB12","DEM","U","HL","F","Age 18 - 25",1,1,0
"4884","VANCE","HTOP","HTOP","DEM","U","HL","F","Age 18 - 25",1,1,0
"4890","ONSLOW","JA01","JA01","DEM","U","HL","F","Age 18 - 25",3,6,3
"4894","DUPLIN","KENA","KENA","DEM","U","HL","F","Age 18 - 25",1,3,2
"4898","LINCOLN","LN11","LN11","DEM","U","HL","F","Age 18 - 25",1,1,0
"4902","ROCKINGHAM","MA","MA","DEM","U","HL","F","Age 18 - 25",1,1,0
"4903","DUPLIN","MAGN","MAGN","DEM","U","HL","F","Age 18 - 25",3,6,3
"4905","CHATHAM","MCH110","MCH110","DEM","U","HL","F","Age 18 - 25",1,2,1
"4913","LINCOLN","NB35","NB09","DEM","U","HL","F","Age 18 - 25",1,1,0
"4915","ONSLOW","NE22A","NE22","DEM","U","HL","F","Age 18 - 25",1,1,0
"4916","ONSLOW","NE22B","NE22","DEM","U","HL","F","Age 18 - 25",2,2,0
"4920","ONSLOW","NM13","NM13","DEM","U","HL","F","Age 18 - 25",1,1,0
"4922","ONSLOW","NR02","NR02","DEM","U","HL","F","Age 18 - 25",1,2,1
"4925","LINCOLN","ST36","OG10","DEM","U","HL","F","Age 18 - 25",2,3,1
"4930","LINCOLN","PC22","PC22","DEM","U","HL","F","Age 18 - 25",1,1,0
"4963","WILSON","PRBL","PRBL","DEM","U","HL","F","Age 18 - 25",1,1,0
"4964","WILSON","PRCR","PRCR","DEM","U","HL","F","Age 18 - 25",1,1,0
"4965","WILSON","PRGA","PRGA","DEM","U","HL","F","Age 18 - 25",1,1,0
"4966","WILSON","PRSP","PRSP","DEM","U","HL","F","Age 18 - 25",3,3,0
"4967","WILSON","PRST","PRST","DEM","U","HL","F","Age 18 - 25",1,1,0
"4968","WILSON","PRTO","PRTO","DEM","U","HL","F","Age 18 - 25",1,1,0
"4969","WILSON","PRWR","PRWR","DEM","U","HL","F","Age 18 - 25",2,3,1
"4974","DUPLIN","ROCK","ROCK","DEM","U","HL","F","Age 18 - 25",2,2,0
"4975","DUPLIN","ROSE","ROSE","DEM","U","HL","F","Age 18 - 25",2,2,0
"4984","VANCE","SCRK","SCRK","DEM","U","HL","F","Age 18 - 25",3,3,0
"4987","VANCE","SH2","SH2","DEM","U","HL","F","Age 18 - 25",1,1,0
"5009","DUPLIN","WALL","WALL","DEM","U","HL","F","Age 18 - 25",5,8,3
"5010","DUPLIN","WARS","WARS","DEM","U","HL","F","Age 18 - 25",3,5,2
"5017","ROCKINGHAM","SE","WM","DEM","U","HL","F","Age 18 - 25",1,2,1
"5018","VANCE","NH","WMSB","DEM","U","HL","F","Age 18 - 25",1,1,0
"5019","DUPLIN","WOLF","WOLF","DEM","U","HL","F","Age 18 - 25",2,2,0
"5038","ONSLOW","EN03","EN03","LIB","U","HL","F","Age 18 - 25",1,1,0
"5058","ALAMANCE","03C","03C","REP","U","HL","F","Age 18 - 25",1,1,0
"5076","ALAMANCE","09S","09S","REP","U","HL","F","Age 18 - 25",1,1,0
"5102","CATAWBA","25","25","REP","U","HL","F","Age 18 - 25",1,1,0
"5103","CATAWBA","28","28","REP","U","HL","F","Age 18 - 25",1,1,0
"5104","CATAWBA","29","29","REP","U","HL","F","Age 18 - 25",1,1,0
"5125","ONSLOW","EN03","EN03","REP","U","HL","F","Age 18 - 25",1,3,2
"5134","ONSLOW","JA01","JA01","REP","U","HL","F","Age 18 - 25",2,3,1
"5139","ROCKINGHAM","NB","NB","REP","U","HL","F","Age 18 - 25",1,1,0
"5150","WILSON","PRWE","PRWE","REP","U","HL","F","Age 18 - 25",1,1,0
"5151","WILSON","PRWL","PRWL","REP","U","HL","F","Age 18 - 25",1,1,0
"5152","DUPLIN","ROSE","ROSE","REP","U","HL","F","Age 18 - 25",1,1,0
"5159","ONSLOW","WN04","WN04","REP","U","HL","F","Age 18 - 25",1,1,0
"5172","BURKE","0031","0031","UNA","U","HL","F","Age 18 - 25",1,1,0
"5174","BURKE","0034","0034","UNA","U","HL","F","Age 18 - 25",2,3,1
"5175","BURKE","0038","0038","UNA","U","HL","F","Age 18 - 25",1,3,2
"5178","BURKE","0047-B","0047","UNA","U","HL","F","Age 18 - 25",1,1,0
"5210","CATAWBA","02","02","UNA","U","HL","F","Age 18 - 25",1,1,0
"5239","ALAMANCE","035","035","UNA","U","HL","F","Age 18 - 25",3,6,3
"5241","ALAMANCE","03S","03S","UNA","U","HL","F","Age 18 - 25",1,1,0
"5280","ALAMANCE","063","063","UNA","U","HL","F","Age 18 - 25",4,8,4
"5282","ALAMANCE","064","064","UNA","U","HL","F","Age 18 - 25",4,5,1
"5287","ALAMANCE","06E","06E","UNA","U","HL","F","Age 18 - 25",1,2,1
"5288","ALAMANCE","06N","06N","UNA","U","HL","F","Age 18 - 25",1,2,1
"5289","ALAMANCE","06S","06S","UNA","U","HL","F","Age 18 - 25",1,1,0
"5290","ALAMANCE","07","07","UNA","U","HL","F","Age 18 - 25",1,1,0
"5326","ALAMANCE","09N","09N","UNA","U","HL","F","Age 18 - 25",1,1,0
"5327","ALAMANCE","09S","09S","UNA","U","HL","F","Age 18 - 25",1,2,1
"5341","ALAMANCE","10S","10S","UNA","U","HL","F","Age 18 - 25",2,6,4
"5349","CATAWBA","12","12","UNA","U","HL","F","Age 18 - 25",1,3,2
"5360","ALAMANCE","1210","1210","UNA","U","HL","F","Age 18 - 25",2,2,0
"5363","ALAMANCE","124","124","UNA","U","HL","F","Age 18 - 25",1,1,0
"5366","ALAMANCE","128","128","UNA","U","HL","F","Age 18 - 25",1,3,2
"5367","ALAMANCE","129","129","UNA","U","HL","F","Age 18 - 25",1,1,0
"5368","ALAMANCE","12E","12E","UNA","U","HL","F","Age 18 - 25",5,6,1
"5369","ALAMANCE","12N","12N","UNA","U","HL","F","Age 18 - 25",4,5,1
"5370","ALAMANCE","12S","12S","UNA","U","HL","F","Age 18 - 25",2,4,2
"5371","ALAMANCE","13","13","UNA","U","HL","F","Age 18 - 25",2,7,5
"5404","CATAWBA","16","16","UNA","U","HL","F","Age 18 - 25",5,7,2
"5412","CATAWBA","17","17","UNA","U","HL","F","Age 18 - 25",2,2,0
"5436","CHATHAM","20","20","UNA","U","HL","F","Age 18 - 25",1,3,2
"5457","CATAWBA","22","22","UNA","U","HL","F","Age 18 - 25",2,4,2
"5459","ROBESON","22","22","UNA","U","HL","F","Age 18 - 25",1,2,1
"5475","ROBESON","26A","26","UNA","U","HL","F","Age 18 - 25",1,1,0
"5477","CATAWBA","27","27","UNA","U","HL","F","Age 18 - 25",1,1,0
"5481","CATAWBA","29","29","UNA","U","HL","F","Age 18 - 25",1,2,1
"5494","CATAWBA","33","33","UNA","U","HL","F","Age 18 - 25",1,1,0
"5501","CATAWBA","37","37","UNA","U","HL","F","Age 18 - 25",1,1,0
"5519","GATES","4S","4S","UNA","U","HL","F","Age 18 - 25",1,1,0
"5544","CHATHAM","85","85","UNA","U","HL","F","Age 18 - 25",1,6,5
"5552","DUPLIN","ALBE","ALBE","UNA","U","HL","F","Age 18 - 25",2,4,2
"5553","CHEROKEE","ANSW","ANSW","UNA","U","HL","F","Age 18 - 25",1,1,0
"5556","LINCOLN","BC13","BC13","UNA","U","HL","F","Age 18 - 25",2,3,1
"5557","ONSLOW","BC21","BC21","UNA","U","HL","F","Age 18 - 25",1,2,1
"5562","ONSLOW","BM08","BM08","UNA","U","HL","F","Age 18 - 25",1,1,0
"5567","DUPLIN","CALY","CALY","UNA","U","HL","F","Age 18 - 25",1,1,0
"5603","VANCE","NV","EH2","UNA","U","HL","F","Age 18 - 25",1,1,0
"5604","ONSLOW","EN03","EN03","UNA","U","HL","F","Age 18 - 25",2,7,5
"5606","CHATHAM","ESC114","ESC114","UNA","U","HL","F","Age 18 - 25",9,16,7
"5613","ONSLOW","FS16","FS16","UNA","U","HL","F","Age 18 - 25",1,1,0
"5659","LINCOLN","ST36","HG17","UNA","U","HL","F","Age 18 - 25",2,2,0
"5660","ONSLOW","HM05","HM05","UNA","U","HL","F","Age 18 - 25",1,3,2
"5666","LINCOLN","IS20","IS20","UNA","U","HL","F","Age 18 - 25",1,1,0
"5668","VANCE","KITT","KITT","UNA","U","HL","F","Age 18 - 25",1,1,0
"5671","LINCOLN","LB34","LS15","UNA","U","HL","F","Age 18 - 25",1,1,0
"5672","DUPLIN","MAGN","MAGN","UNA","U","HL","F","Age 18 - 25",2,3,1
"5683","ONSLOW","NE22A","NE22","UNA","U","HL","F","Age 18 - 25",1,1,0
"5687","LINCOLN","OB21","OB21","UNA","U","HL","F","Age 18 - 25",1,1,0
"5689","LINCOLN","ST36","OG10","UNA","U","HL","F","Age 18 - 25",2,2,0
"5690","BLADEN","P65","P65","UNA","U","HL","F","Age 18 - 25",1,1,0
"5691","LINCOLN","PC22","PC22","UNA","U","HL","F","Age 18 - 25",1,1,0
"5714","WILSON","PRGA","PRGA","UNA","U","HL","F","Age 18 - 25",1,2,1
"5716","WILSON","PRWA","PRWA","UNA","U","HL","F","Age 18 - 25",1,2,1
"5717","WILSON","PRWB","PRWB","UNA","U","HL","F","Age 18 - 25",1,2,1
"5718","WILSON","PRWH","PRWH","UNA","U","HL","F","Age 18 - 25",1,3,2
"5719","WILSON","PRWI","PRWI","UNA","U","HL","F","Age 18 - 25",1,1,0
"5720","WILSON","PRWR","PRWR","UNA","U","HL","F","Age 18 - 25",1,3,2
"5723","DUPLIN","ROSE","ROSE","UNA","U","HL","F","Age 18 - 25",1,2,1
"5730","VANCE","SCRK","SCRK","UNA","U","HL","F","Age 18 - 25",1,1,0
"5752","DUPLIN","WALL","WALL","UNA","U","HL","F","Age 18 - 25",1,3,2
"5753","DUPLIN","WARS","WARS","UNA","U","HL","F","Age 18 - 25",3,4,1
"5758","VANCE","WH","WH1","UNA","U","HL","F","Age 18 - 25",1,1,0
"5760","ONSLOW","WN04","WN04","UNA","U","HL","F","Age 18 - 25",2,3,1
"5761","DUPLIN","WOLF","WOLF","UNA","U","HL","F","Age 18 - 25",2,6,4
"5767","BURKE","0015","0015","DEM","W","HL","F","Age 18 - 25",1,1,0
"5774","BURKE","0034","0034","DEM","W","HL","F","Age 18 - 25",2,2,0
"5775","BURKE","0035","0035","DEM","W","HL","F","Age 18 - 25",2,2,0
"5777","BURKE","0038","0038","DEM","W","HL","F","Age 18 - 25",1,2,1
"5781","BURKE","0047-B","0047","DEM","W","HL","F","Age 18 - 25",1,1,0
"5806","YANCEY","01 BUR","01-BUR","DEM","W","HL","F","Age 18 - 25",1,1,0
"5856","ALAMANCE","035","035","DEM","W","HL","F","Age 18 - 25",4,7,3
"5861","ALAMANCE","03N","03N","DEM","W","HL","F","Age 18 - 25",6,6,0
